tweet,label_prediksi
Mau keliatan keren gitu sekolah nya hybrid online offline tapi malah bikin pembelajaran g efektif,negatif
"bes kan aku udh masuk sekolah offline, tpi rambut aku di warnain gtu, tpi kok ga di marahin ya? kaget pas baru masuk knp guru aku ga marahin suruh ganti warna item😀",positif
Wkwkkw… bsk gue sekolah offline…,positif
@bertanyarl alhamdulilah semenjak sekolah offline kuota sedia selalu🥰,positif
gueee besok sekolah offline 😭😭 males,negatif
besok sekolah offline ga?,positif
@BTS_twt JIMIN AK TAKUT BGT SEKOLAH OFFLINE BSK....,negatif
"@yuksambes Nggaaa :((
Besok ke sekolah wawancara nyaaa, jadi offline
Terimakasih banyak yaaaa &lt;3 !!!!!!!!",positif
Lahh anak sekolah udh pada offline ya,positif
@y0uurssp IYA ANJIR MANA GUE SEKOLAH OFFLINE,negatif
besok kalian sekolah offline / online?,netral
BESOK SEKOLAH OFFLINE ANJJJ,negatif
@axxrra Bisa ga sih sekolah offline ulangan online 😔,positif
Senin bsok ada yang sekolah offline?,positif
"yang bener aja... paginya sekolah offline, sorenya masih dilanjut daring :)",negatif
@liunaayy sekolah?offline aku udah sekolah offline,positif
@jajkesim IBU NGARA MANA IJININ KALO OFFLINE. Smg sekolah gw offline sem 2 aja lah,positif
"Besok udah Senin aja, mana gue sekolah offline lagi. https://t.co/rP68DccauW",negatif
AAAAAAARGH MANA PAS HARI KEEMPAT PTD ON STAGE AKU SEKOLAH OFFLINE,negatif
gws inten offline sekolah offline😭😭😭,negatif
bts untung bsok w gk offline klo offline w kayanya di sekolah linglung,negatif
ponakan gw mau masuk sekolah offline omg😱,positif
Waaaa besok saya sekolah offline 🤭,positif
@convomfs Gatau gua dari awal SMA smpe sekarang blom ngerasain sekolah offline,netral
seneng ada streaming buat offline konser tapi kenapa yang hari terakhir 😭 aku sekolah hei yaampun mo nangis 😭,negatif
"sekolah offline bermula . gimana ya , tugas gue masih numpukkkkkkkkkkkkkkk",negatif
"Ko gua seneng bgt ya bsk sekolah offline wkwkw, karna untuk pertama kalinya sekelas masuk tp kelas misah 😢",positif
besok sekolah offline... sial,negatif
ya Allah...aku sekolah offline pas pelajaran mtk..,negatif
"@oxzward semangattt chryss, enak kokk sekolah offline",positif
"@schfess aku sebenernya suka belajar, suka nyatat, suka interaksi sm guru pas sekolah offline. terus aku juga gapunya keahlian khusus nder, semua skill yg aku punya dangkal semua &amp; general bgt, jd menurt aku, aku perlu kuliah spya bisa nemuin spesialisasi aku dibidang apa cocoknya",positif
kalian besok sekolah offline atau daring nie?,netral
"Besok sekolah roster nya kimia pku pjok anjayyy gua blm buat karya apapun buat pku besok 
Gua blm siap sekolah offline gua udh terlanjur nyaman sekolah online",negatif
"Pertama kali bertugas offline sekolah minggu lagi, jadi perlu diabadikan.💐",netral
full sekolah offline 😐😐😐😐😐 btw malem,netral
"besok senin hwaaa
mana besok sekolah offline, jadi petugas upacara lagi 😩✋🏻
kalian sekolah offline apa online besok ??",netral
"@Zizizeeeee @sbmptnfess Hai kak izin bertanya, kalo ikut lomba online gini memang sertifikat nya bisa dipakai ya kak untuk membantu snm? saya kira harus lomba offline dan diatas lomba antar sekolah. .",netral
besok sekolah offline......,positif
siapa yg besok sekolah offline???!!!,positif
besok sekolah offline lah 😭😭😭😭😭,positif
"@mychocohazelnut @diandraistifa_ Zaman itu hp itu mahal jaringan lelet juga, bisa buka google cuma di warnet. gue kan sekolah offline dari jam 7 sampai jam 2 nih masa gue tiap pulang sekolah cuma ke warnet? Kalo lu bilang alasan gue lucu why? Yang di tonton ada tv, baca koran, majalah, buku bukan buka google",positif
Besok sekolah offline 😗,positif
"besok aku mulai sekolah offline, hufttt
kembali ke dunia yang kejam lagi.",positif
Tas ransel buat yg mau sekolah offline https://t.co/VTmjn9rFT1,netral
@bertanyarl Dulu pas sekolah offline kadang suka kasian sama mereka grgr suka minta hotspot :))),netral
besok sekolah online/offline ?,netral
"kalian sekolah offline berapa kali seminggu?
aku sekarang udah 4 kali seminggu😭 agak tidak ikhlas hatiku😭",positif
besok sekolah offline https://t.co/3gAxqUbVXD,positif
mau sekolah offline cok,positif
Kayaknya sekolah gw mau offline gagal mulu anying. Astagfirullah,negatif
"@raitellie saya mlh bosan pas udah offline ini
mana skrg udah 3 hari an sekolah dlm 1 minggu
jd makin bosan + krg ada waktu nge twt",negatif
BSK SEKOLAH OFFLINE😭,positif
eh aduh besok sekolah offline 💔,negatif
"@theonly_ice engga sih, soalnya juga aku udah mulai sekolah offline &amp; kalau nugas siang siang jadi kelarnya kalau ga sore ya malem. makanya akhir akhir ini tidurnya cepet, bisa jam 7/8 udah ketiduran",positif
"@convomfs masuk bk, hs, mabok, bolos mapel semasa sekolah offline dulu",negatif
"besok sekolah offline. dari lubuk hatiku yg paling dalam aku males bgt heyyeheje soalnyaaaa AKU BEDA SESI SM TEMEN DEKETKU. takut aja jadi anak pendiem trs dighibahin ""alea kayanya anak yg cupu bgt ya""",negatif
sekolah offline ada istirahat nya gaksi?,netral
Buat lu semua yang punya pasangan maba / sekolah mulai offline gw cuma ingetin jagaa karna para maba itu udh jadi jatah kating..borgol kalo bisaa ilanggg udh ikhlass lu ditinggal wkwkw waktunya OVERTHINKING GUYSSS,positif
"Ni sekolah mau online atau offline sama aja anj, sama"" bnyk tugas",negatif
@tiyariri_17 Tiati buat maba yang udh masuk kuliah / sekolah offline kating nya jadi saingan lu siap2 tahan ditikungan wkwk,positif
@spreadourwingss sibuk banget parah. sekolah offline sekarang setiap hari 😵,negatif
bsk first day gue sekolah offline 😩,positif
GUE TAKUT SEKOLAH OFFLINE HELP 😭,negatif
@convomfs 9/10 karena tadi sekolah offline,netral
"@alwaysshimj @enhypen_fess Sekolah lain udah offline, kita doang keknya yg masih daring :)",netral
"SchApp! wtp guys sender senin besok sekolah offline 100%😜🥰

✄・・・
🧐 Trivia: Karena hambatan jenis kawat mengalami perubahan saat suhunya berubah, maka hambatan listriknya pun akan mengalami perubahan saat suhunya berubah.",positif
@hyunsuklvoebot Iya btw senin udh pad sekolah offline kampus gw juga udh si Dari kemarin tapi kaya bete aja udh senin,negatif
Apa yg hrs ak lakukan ketika mingdep sekolah offline?ya tentu saja minta jadwal oprasi ahwhwhwhwh,positif
besok senin besok senin sekolah offline AAAAAK TIDAK,negatif
@mamabeomkyu wkwk ga kak dyn aja aku juga jompo akibat sekolah offline :'( mogu lucu bgt kaya nama kucing tetangga ku!!!,positif
"@pakdirga yahh, gue udah sekolah offline sih",positif
"☁️ aku besok dah mulai sekolah offline nih,kalian masih online atau udah offline?",netral
omg baru inget klo besok sekolah bagian offline :'),positif
@convomf Gue sekolah offline njir,negatif
Besok sekolah offline lagi #LouisActuality,positif
"Knp baru sekolah offline temen² gw pada bikin sg sm pcrnya🙂
Lah gw sm siapa??
//PelukHassun",positif
"Mari liat concert,  lupakan soal sekolah offline besok",netral
GUE GADA SEPATU SEKOLA GIMANA BESOK SEKOLAH OFFLINE,positif
sekolah offline cape juga yaa :),negatif
kalian udah sekolah offline?,netral
#INTROVERTs kalian prefer sekolah/kuliah online atau offline? sebutkan alasannya,netral
@bertanyarl Hp gue aja dari 2018 baru ganti di akhir tahun 2020 krna udah retak parah dan memori nya pada saat itu kecil gabisa nampung banyak apalagi pas bgt sekolah offline tugas video banyak dan mau uprak jadinya dibeliin baru😂,netral
BESOK AK SEKOLAH OFFLINE,positif
"ya Allah hamba gamau sekolah offline, bisakah engkau meng onlinekan lagi sekolah hamba? hamba mohon ya Allah, hamba cape hamba takut...",negatif
Pose terakhir kayak abg baru sekolah offline trus ketemu temen-temennya https://t.co/81woCdeSAS,positif
"@txtmyeuphoria gapapa, semangat sekolah offline nyaa YAA💗💗",positif
@sakmashiro jangan diingetin plis besok sekolah offline😭,positif
"hai gaiss maaf banget aku jarang aktif:(
ak udh sekolah offline, dan ternyata tugasny malah nambah aja
tpi diusahain bakalan aktif kok, jangan unfol sayaa oke:(",negatif
"aku mah bakal ngasih duit buat beli paketan mandiri, asal tiap hari dikasih uang saku kayak biasanya pas masih sekolah offline 😂 gabakal minta uang buat beli paketan akutuh kalau bisa ngumpulin uang sendiri hasil dari uang saku sehari-hari",positif
kalian sekolah/kuliahnya udah offline apa masih online?,netral
"Besok aku sekolah offline, yeahh",positif
@mascarboon Kalo sekolah dah banyak offline cuma ada beberapa daerah yg zona merah,positif
"@orangegurlx sama kok udh offline cuma seminggu sekolah seminggu daring, oke oke semangaaaat juga kamu 😝🖤",positif
besok Senin gue sekolah offline 😧😧😧💪🏻💪🏻💪🏻🤸🏻‍♀️,negatif
"@ruanguci ganba ucii~ aku tau kok rasanya sekolah offline setelah sekian lama online, males-",negatif
BESOK GUE OFFLINE SEKOLAH MASALAH NYA LUPA YA ALLAH😭,negatif
sekolah lo udah offline atau masih online?,netral
"besok aku sekolah offline 😁 tapi kayaknya besok ga ada kbm deh, cuma ada acara debat sama pemilihan osis, oh iya, doain aku ya biar kepilih jadi anggota osis 😁",positif
besok sekolah offline woo mana sesi 2 ):,positif
besok sy sekolah offline😁☝️,positif
"@collegemenfess siap, ngeliatin anak"" sekolah udah pada offline sedangkan gue maish di rumah aja jjur w iri",positif
"gue gabisa sarapan dah, langsung mules. apalagi pas jaman jamannya sekolah offline gitu, tpi sekarang sekarang ini mah ya bisa bisa aja lah tpi skit perut dikit",netral
"@karinbigwin Masih sekolah offline juga pas waktu itu, jadi g on 24/7 😭😭",positif
"katanya murid² mau dites pcr random 15 orang buat penentuan 100% sekolah offline ... plis semoga negatif semua, aku rindu uang jajan.",positif
Maless banget besok sekolah offline 💔,negatif
@waferxzy lo dah sekolah offline blm el,netral
@FairyAsahi_ tata udah sekolah offline belum,netral
"@convomf bisa santai, rebahan sebelum sekolah offline",netral
gais kalian udh bener² sekolah offline??,positif
"☁️ gua mau curhat sedikit. jdi gua belakangan ini udah mulai sekolah offline, dan gua bingung krna gua mau ikut masuk tpi this anxiety bothers me. gua harus gmna? fyi org tua gua kga tau gua punya anxiety, selama ini gua cuma konsul ke halo doc",positif
"andai dia kek dulu sebelum sekolah offline, ngejar nilai iya tapi juga ada waktu buat aku, kesannya egois? yes ikr tp gapapalah kan cuma “andai” padahal kita cuma temenan HAHAHAH lucu bgt ;DDDD",netral
@qorygore semangat sekolah offline https://t.co/4Oz3TXOtEH,positif
"mau puas""in baca au mumpung lagi sekolah online, ntr klo udah offline gabakal pnya bnyk waktu buat baca au",negatif
Gara gara sekolah udh mulai offline gatau hrus up apa,positif
@convomfs sekolah online or offline?,netral
sekolah offline tugas malah makin kececer anj,negatif
"aaa akun ini mulai ga ke uruss :(( sibuk sekolah offline akutuu, sampe rumah langsung tidurr skskksjs",negatif
"SMA NJINK 😭👊😔 
*dalam konteks sekolah offline beserta masa dan kenangannya* https://t.co/L5lB3hFvNp",negatif
"@schfess Sekolah online capek mental
Sekolah offline capek fisik

Dahla jadi rumput aja",negatif
@Alleria3110 kayaknya kalau sekolah offline bakal banyak kasus bullying gara gara bocil nonton tokrev dah,positif
"@A_ChristyJKT48 Aku lagi memikirkan sesuatu.karena di hari rabu aku ada ulangan Matematika,dan sekolah aku udah offline.jadi aku harus memikirkan strategi untuk mendapatkan jawaban dari google..hehehe
Canda canda",positif
"ini semenjak gue sekolah offline perasaan seminggu cepet bgt dha, masa udah minggu lagi aja gajelas",positif
"gue beneran deh pengen bgt ngerjain sesuatu tanpa nyontek, kalo sekolah offline terus enak anjir gada yang nyontek",positif
"Gk tau, yg penting sekolah offline https://t.co/E0MZ8gLRiW",netral
"kangen musim hujan pas sebelum corona, apalagi musim hujan pas sekolah offline",positif
"@bertanyarl pernah, karena udah mulai offline jadi besok pas sekolah takut ngga ada temen😭 temen gue dah pergi sama geng barunya hahha",negatif
@convomf besok aku mau beli hp gue yang udh sekolah OFFLINE IWWW PANAS BGT GUE GAMBAR yang udh sekolah offline,netral
"@bertanyarl please banget sekolah ku baru aja offline, itu pun terbatas😭",positif
"@ourchanie Boleh boleh ajaa udah sringg, sekolah kan offline online jdi gapapaa",positif
@bertanyarl kl sekolah offline kisaran 400an tp blm termasuk kl mau ngemall gt2,positif
"@bertanyarl 300 kalo ga sekolah
klo sekolah offline 1.050",positif
ketika orang orang seneng sekolah offline gua di sini gemetaran ga bisa tidur wkwkwkwkwk... 😢,positif
Kalau sekolah offline kadang jam 4 udah bangun https://t.co/Q17Wp3uxRL,positif
sebenernya yg bikin males kalo sekolah offline tuh cuma ngejar kereta doang :(,negatif
"tp gmna ya gue gini jg ggr ada tanggungjawab lain kaya tugas sekolah, club, etc. pas buka genshin bawaannya udah cape duluan jadinya cuma daily commis :/ mau sih bisa puas puas main tapi ya mana skg udah sekolah offline juga...",negatif
@l33_y0u 14 kayaknya? tapi itu pas sekolah offline sih... semenjak online school ga dikasihtau rankingnya selain yang 10 besar sjdjdjsjjds,netral
"@yourmilkeuty aku ikut seneng klo kak minji sehat, wkwkw ngga kok hari ini sampe kmren² blom ada yang bikin nangis, skrng beneran lagi seneng. seminggu sekolah offline trus duit nya ku beliin pc kevin jadi kaya duh kaya kebahagiaan banget gak sie, trus besok libur kaya dah lah seneng😀",positif
knp semenjak sekolah offline jam tudur gua balik kek dulu si. masa jam segini mata uda berat bngt 😭😩 gua mau begadang oi mau baca au sampe malem ☹️,negatif
"@mattchac @tubirfess Kalo pake masker terus sih gpp ya kalo menurut aing 
Tapi plisss dongg sekolah/kuliah ini ayok offline 😭😭🙏
Sedih aku tuh daring muluuk
Gegara covid gk selesai², jadi gak offline² anjri",positif
pentingnya sekolah offline full senin-jumat ampe jam 4 gunanya biar org2 kagak aneh eps nctzen,positif
"@bertanyarl Dan setelah ngelakuin sholat 5 waktu ""aja"" do'a ku satu persatu terkabul, muali dari aku pengen sekolah offline, terus pengen dicerdas kan otak nya dalam hal akademik maupun non akademik (ini beneran diturutin, aku do'a ini pas sholat subuh, dan pas udah jam 9 aku ngerjain tugas-",positif
"@seoyaaaaa Alhamdulillah, aku baik kak tapi ya gitu semenjak sekolah offline jadi susah main twt hikss",negatif
"@imarmarwatih Jadinya kuliah di cirebon, udah mulai offline kuliah dia. Pamit sekolah terakhir kelas 2 SMA tau-tau udah kuliah aja, hahaha",netral
senin udah offline tapi aku belum beli sepatu sekolah :))))),positif
mau sekolah offline...,netral
sekolah offline bikin aku jadi gendut,positif
ya Allah weekend...gue blm siap sekolah offline lagiiii,negatif
"@l0eydust bener sie, aku jd semangat sekolah offline gegara ada crush WKWKWWKWK tapi minderrr",positif
"""assalamualaikum murid murid harini kita kelas offline sebab cikgu ada urusan kat sekolah..."" https://t.co/RZMy9WrSng",positif
kak ell udah sekolah offline kah? — udah 3 minggu gue sekolah offline https://t.co/ApAdRbopKO,netral
gatau kenapa tapi sekolah offline tuh bikin capek bgt,negatif
Dah sekolah offline jdi tambah sibuk,negatif
aku sedang gelisah krn selasa dan rabu masuk sekolah offline dan aku blm hafal yg hrs dihafalin,negatif
@jakegrlfrnd AAAAA KAK RANI SEKOLAH OFFLINE LAGI KAPAN?,netral
@infobdg gapapa min sy lebih suka sekolah offline,positif
Grgr libur sekolah offline seminggu jadi gapengen sekolah offline lagi gxbsnanajsjjss nyaman dirumah😭😭😭,negatif
"Siap-siap buat sekolah offline mvs
 https://t.co/Ns3fovXURb",positif
"@filzterpjm Udh diijinin sm sekolah, kemarin jumat juga udh pramuka offline. Udh mulai sekolah offline juga",positif
"aku tuh.. umur 15 tahun, tinggi 164 merasa udah tinggi banget, cukup lah gitu seenggaknya buat anak seumuran ku. tapi kenapa pas sekolah offline aku kalau liat temen2ku dongak ya.... mereka makan apa selama pandemi ini... padahal temenku rata2 setahun di bawah ku ㅠㅠ",netral
"@bertanyarl Tadi sekolah offline tapii ga pelajarann):
Tau gitu aku bocan dirumah😤",negatif
@txtdaripelajar Aaa kangen sekolah offline,positif
"@JE0N9KYU @convomf Itu wktu SD🙂
Padus pas SMA
Dan waktu masi sekolah offline blm ada kopit",positif
@EdukaSystem Sekolah offline tapi lebih suka ujiannya online 🥰,positif
"@EdukaSystem Sekolah offline, ulangan online 😃👍",positif
akhirnya sekolah offline 🤣🤣🤣,netral
jujur cape si tapi cape kaya ga berasa gituuuu. sekarang udah mulai offline sekolah  aku nya udah keburu lulus padahal pengen offline,positif
"lebih suka sekolah offline atau online nih? kenapa?

⏬⏬",netral
"@tubirfess Padahal baru aja seneng liat anak2 sekolah pada offline, ngerasa ya Allah dunia udh terasa normal lagi",positif
"@tubirfess gimana mau beradaptasi ya sama ini virus, tiap beberapa bulan kayanya ada varian baru terus. Gak berharap bisa lepas masker kaya sebelum COVID, tapi berharap banget sekolah/kuliah offline karena gua ngerasanya kaya percuma ini bayar kuliah tapi gak masuk materinya 😭😭😭",positif
