"username","tweetcreatedts","tweet","label_sentimen"
"abuyyis","2021-10-23 09:08:43","jujur cape si tapi cape kaya ga berasa gituuuu. sekarang udah mulai offline sekolah  aku nya udah keburu lulus padahal pengen offline","1"
"EdukaSystem","2021-10-23 09:05:49","lebih suka sekolah offline atau online nih? kenapa?

⏬⏬","0"
"hohowcham","2021-10-23 08:47:13","@tubirfess Padahal baru aja seneng liat anak2 sekolah pada offline, ngerasa ya Allah dunia udh terasa normal lagi","1"
"mattchac","2021-10-23 08:46:03","@tubirfess gimana mau beradaptasi ya sama ini virus, tiap beberapa bulan kayanya ada varian baru terus. Gak berharap bisa lepas masker kaya sebelum COVID, tapi berharap banget sekolah/kuliah offline karena gua ngerasanya kaya percuma ini bayar kuliah tapi gak masuk materinya 😭😭😭","1"
"najjaemna","2021-10-23 08:30:52","tolong cptcpt sekolah offline tiap hari aja pls, biar uang jajan sy double sm sisa ongkir🤸🏻‍♀️","1"
"convomfs","2021-10-23 08:21:09","💭 hari senin-sabtu sender sekolah offline full &lt;/3","1"
"ljndoyie","2021-10-23 07:28:28","mau jual pc buat beli kacamata 😩 ku sekolah offline papan tulis burem terus","0"
"winwingbumereng","2021-10-23 07:12:42","@gp999menfess di korea udh sekolah offline? kalo udh bisa jdi sekolah breng kya izone dulu diliatin di reality show nya","0"
"alzireon_","2021-10-23 07:03:45","Hal yang aku rada kurang suka sekolah offline_-
""Kita sekolah nih, pelajaran biasa kadang kasih latihan soal disana. Pas pulang nih, tengok-tengok handphone ada aja tugas dari jadwal pjj. Ngeselin betoolllllll lah_-""","-1"
"rakunlokal","2021-10-23 06:55:58","@convomf konteksnya kalo sekolah ketemu offline https://t.co/nJbYp7kIAj","1"
"yuchanjaksel","2021-10-23 06:53:23","@cbobamilk karena sekolah online gak sih jadi pada gaib? tapi kan sekarang udah mulai offline, nanti muncul lagi!","1"
"yangtersaakiti","2021-10-23 06:49:30","@FWBESS Pernah lah, soalnya panaas bgt kalo sekolah offline","-1"
"bubblerynn","2021-10-23 06:39:03","@mandala_tiga EMG JAHAT BGTTTT jam segitu aku masi di sekolah huhuhu jadwalnya offline T___T","0"
"jjeongjiman","2021-10-23 06:30:17","@convomf Apalagi kalo lagi sekolah offline 😭😭","0"
"chxfuyzu","2021-10-23 06:20:25","@bertanyarl penjarakan Luthfi Hasan Ishaaq dan Ahmadiyah di Cikeusik Pandeglang Banten dan Jawa barat Indonesia yg ini gan ane mau jual mobil bekas Toyota kijang Innova diesel yang udh sekolah offline ada di dalam tubuh manusia yang tidak bisa di download di sini adalah salah","0"
"hahachee_","2021-10-23 06:02:50","Gk tau apa ini cuma q aja atau orang lain kyk gini jg.Dulu waktu aku sekolah masih offline selama guru jelasin materi baik itu lisan atau ppt aku pasti selalu ikutin mulut gurunya ngomong apa trs setelah itu aku catet apa aja yang ada diotak ku jd lebih cpt paham materinya😌 https://t.co/xV4UZ4lCFk","1"
"iveyy_i","2021-10-23 05:43:57","rela sekolah offline tiap hari kalo gitu😶🦵🏻","1"
"winsscityx","2021-10-23 05:30:55","@jaemcityx Bismillah nyangkut buat persiapan sekolah offline","1"
"karinmatsuoka","2021-10-23 05:17:56","@convomfs udah sekolah offline belum? kalo udah, gimana sekolahnya?","0"
"Byondee2","2021-10-23 04:54:16","@underratedgurlx Sekolah offline the best","1"
"anothrze","2021-10-23 04:53:44","@sitikusminik gue dah offline semua, jdi ya capek sekolah doang si. kirain udh offline, lu dah ngekos lagi ga si?","-1"
"ssefnum","2021-10-23 04:41:36","-rl enaknya sekarang langsung daftar les mandarin atau desember siap ujian? 

sejauh ini aku bisa ikutin pelajaran sekolah dan tugas sih jadi ga bakal terganggu. anw aku sekolah sampai sabtu dan les mandarinnya offline 2-3 hari. makasih sarannya!","1"
"bettercot","2021-10-23 04:33:18","Sekolah offline yang zonk bukan cuma murid lur, tapi gurune juga. #bukanmaen","-1"
"Whoakunn","2021-10-23 04:26:40","Dan skrg juga, sekolah kan online.. bagiku tugas sekolah online ini 2x lipat atau 3x lipat dari sekolah offline, aku juga ngerasa di kelas 11 ini tugas² jauh lebih bnyk drpd pas aku kelas 10.. (+)","0"
"twelvfour","2021-10-23 04:23:10","kyknya semenjak sekolah offline udh pada jrg aktif di twitter sih HSHSH","-1"
"tufflufs","2021-10-23 04:22:22","@ShopeeID #DITRAKTIRMIMINSHOPEE
ini min wishlist aku, hehe sering bgadang jadi kantong mata item, sekolah offline dn pke masker jdi jidat belang wkw
Wishlist
- SOMETHINC Holyshield sunscreen comfort corrector serum SPF 50+ PA++++
- SOMETHINC GAME CHANGER Tripeptide eye concentrate gel 20m https://t.co/4DHkf037qJ","0"
"mieaheng","2021-10-23 04:13:15","aduh, besok senin sekolah offline. padahal sekolah aku di jogja, dom ku klaten. nglaju deh 😫👋","-1"
"peachbunny___","2021-10-23 04:00:51","sebelum sekolah offline mari kita menjadi babu sekolah dulu https://t.co/k81REMjeOy","0"
"MitraPelajarInd","2021-10-23 03:59:15","Sekolah offline sudah tiba. Saatnya memulai kebiasaan belajar yang baru yang tentunya jauh lebih baik dari sebelumnya.. https://t.co/3mkJWjkeEt","1"
"your2rl","2021-10-23 03:35:04","Yrl ada info kerja daerah Sidoarjo (Jawa timur) yang offline? Lagi BU banget mau bantu² ortu🙏 btw buat yang masih sekolah kalau bisa 🙏","0"
"HIMAKBMKMUnsoed","2021-10-23 03:16:17","[LIVE REPORT SEKOLAH BINAAN 2021]  

Sedang berlangsung program kerja Sekolah Binaan secara offline di SDN 1 Kedungbanteng dengan tema ""Lawan Covid dengan Gerakan 6M""

Divisi Pengabdian Masyarakat
HIMA KBMKM UNSOED
#LenteraJingga https://t.co/mkyyjnGUHf","0"
"yummy_Jaem13","2021-10-23 02:57:21","@urdaddyismad Too niel, Sksksk sekarang aku sekolah offline","1"
"aisydtzx_","2021-10-23 02:55:24","@Shax__Kii sabar ya, sekolah nya online apa offline?","0"
"tiwaytract","2021-10-23 02:41:03","Gurunya nyeremin😬 jadi takut kalo mindep sekolah offline nanti:)","-1"
"menengosu","2021-10-23 02:14:55","kamu sekolah offline egk mniezz??","0"
"yourraae","2021-10-23 01:47:33","sekolah offline....","0"
"pevchesjlovely","2021-10-23 01:45:54","@sbxmachiato udah sarapan dan udah mandi karna sekolah offline, lo juga jangan lupa yaa","0"
"enhypenaddicted","2021-10-23 01:42:25","Ya Tuhan, besok sekolah agama offline aku gamau presentasi 😭","-1"
"shnsukei","2021-10-23 01:39:47","@jegiannnnn__ bukan 0 sih, tapi udh mau zona ijo katanya, semoga aja gak naik lagi, emang kmu dom mana? udh sekolah offline kan?","1"
"Drllny","2021-10-23 01:29:14","@CHOl_SAN_ @prkdlx Nanti pulang sekolah ya, aku lagi ngajar offline.","0"
"CHOl_TAEHUN","2021-10-23 01:27:46","Males bgt sekolah offline😭😭","-1"
"jyonjaey","2021-10-23 01:22:45","@peachwzrl_ Bener banget :(. Aku dulu waktu masih sekolah offline kalo sarapan perut gak enak jadi makan jam 10 an sekalian istirahat.","0"
