username,tweetcreatedts,tweet,label_sentimen,tweet_cf,tweet_clean,tweet_clean_alay,tweet_token,tweet_stopword,tweet_normalisasi,tweet_stemming,tweet_bersih
lucopan,2021-10-26 01:47:59,"@cherrybomn @nctzenbase Lah elu yang knp. Gua kan cuma bilang kalo udah pada sekolah offline si sender kalimat pertama aja 4m udah cukup? Udah puas? No! Big no! Kudu ngertiin keadaan juga dong di korea juga lagi pada ujian di indo pada sekolah offline jadi gabisa rajin streaming kaya sebelum""nya",-1,lah elu yang knp gua kan cuma bilang kalo udah pada sekolah offline si sender kalimat pertama aja m udah cukup udah puas no big no kudu ngertiin keadaan juga dong di korea juga lagi pada ujian di indo pada sekolah offline jadi gabisa rajin streaming kaya sebelumnya,lah elu yang knp gua kan cuma bilang kalo udah pada sekolah offline si sender kalimat pertama aja m udah cukup udah puas no big no kudu ngertiin keadaan juga dong di korea juga lagi pada ujian di indo pada sekolah offline jadi gabisa rajin streaming kaya sebelumnya,lah kamu yang kenapa gue kan cuma bilang kalau sudah pada sekolah offline sih sender kalimat pertama saja sama sudah cukup sudah puas no besar no harus mengerti keadaan juga dong di korea juga lagi pada ujian di indonesia pada sekolah offline jadi tidak bisa rajin streaming kayak sebelumnya,"['lah', 'kamu', 'yang', 'kenapa', 'gue', 'kan', 'cuma', 'bilang', 'kalau', 'sudah', 'pada', 'sekolah', 'offline', 'sih', 'sender', 'kalimat', 'pertama', 'saja', 'sama', 'sudah', 'cukup', 'sudah', 'puas', 'no', 'besar', 'no', 'harus', 'mengerti', 'keadaan', 'juga', 'dong', 'di', 'korea', 'juga', 'lagi', 'pada', 'ujian', 'di', 'indonesia', 'pada', 'sekolah', 'offline', 'jadi', 'tidak', 'bisa', 'rajin', 'streaming', 'kayak', 'sebelumnya']","['gue', 'sekolah', 'offline', 'sender', 'kalimat', 'puas', 'no', 'no', 'mengerti', 'korea', 'ujian', 'indonesia', 'sekolah', 'offline', 'rajin', 'streaming', 'kayak']","['saya', 'sekolah', 'offline', 'sender', 'kalimat', 'puas', 'no', 'no', 'mengerti', 'korea', 'ujian', 'indonesia', 'sekolah', 'offline', 'rajin', 'streaming', 'kayak']","['saya', 'sekolah', 'offline', 'sender', 'kalimat', 'puas', 'no', 'no', 'erti', 'korea', 'uji', 'indonesia', 'sekolah', 'offline', 'rajin', 'streaming', 'kayak']",saya sekolah offline sender kalimat puas no no erti korea uji indonesia sekolah offline rajin streaming kayak
Hellawwgaisss,2021-10-26 01:47:10,Senin deoann udah sekolah offline yeyyy 😭🙏🏻🔪,1,senin deoann udah sekolah offline yeyyy,senin deoann udah sekolah offline yeyyy,senin deoann sudah sekolah offline yeyyy,"['senin', 'deoann', 'sudah', 'sekolah', 'offline', 'yeyyy']","['senin', 'deoann', 'sekolah', 'offline', 'yeyyy']","['senin', 'deoann', 'sekolah', 'offline', 'yeyyy']","['senin', 'deoann', 'sekolah', 'offline', 'yeyyy']",senin deoann sekolah offline yeyyy
adultbitch3s,2021-10-26 01:45:55,kenapa sekolah offline tugasnya banyak bat,-1,kenapa sekolah offline tugasnya banyak bat,kenapa sekolah offline tugasnya banyak bat,kenapa sekolah offline tugasnya banyak banget,"['kenapa', 'sekolah', 'offline', 'tugasnya', 'banyak', 'banget']","['sekolah', 'offline', 'tugasnya', 'banget']","['sekolah', 'offline', 'tugasnya', 'banget']","['sekolah', 'offline', 'tugas', 'banget']",sekolah offline tugas banget
penyediajasa,2021-10-26 01:45:48,@basejokitugas adikku lagi sekolah offline nih🤗,1,adikku lagi sekolah offline nih,adikku lagi sekolah offline nih,adikku lagi sekolah offline nih,"['adikku', 'lagi', 'sekolah', 'offline', 'nih']","['adikku', 'sekolah', 'offline']","['adikku', 'sekolah', 'offline']","['adik', 'sekolah', 'offline']",adik sekolah offline
hwangmetii,2021-10-26 01:45:41,Kerja offline tapi lebih suka sekolah plis wwkwk https://t.co/V9YPJJ8zMF,1,kerja offline tapi lebih suka sekolah plis wwkwk,kerja offline tapi lebih suka sekolah plis wwkwk,kerja offline tapi lebih suka sekolah tolong wwkwk,"['kerja', 'offline', 'tapi', 'lebih', 'suka', 'sekolah', 'tolong', 'wwkwk']","['kerja', 'offline', 'suka', 'sekolah', 'tolong', 'wwkwk']","['kerja', 'offline', 'suka', 'sekolah', 'tolong', 'wwkwk']","['kerja', 'offline', 'suka', 'sekolah', 'tolong', 'wwkwk']",kerja offline suka sekolah tolong wwkwk
fltrbunnyksjeon,2021-10-26 01:44:42,Sekolah offline ya?,1,sekolah offline ya,sekolah offline ya,sekolah offline ya,"['sekolah', 'offline', 'ya']","['sekolah', 'offline']","['sekolah', 'offline']","['sekolah', 'offline']",sekolah offline
Winzipy,2021-10-26 01:40:19,@hizeusss Rilisnya hari senin dan akhir bulan :'). Masa masanya orang gawe sama sekolah dan kampus sekarang dah offline juga :'),1,rilisnya hari senin dan akhir bulan masa masanya orang gawe sama sekolah dan kampus sekarang dah offline juga,rilisnya hari senin dan akhir bulan masa masanya orang gawe sama sekolah dan kampus sekarang dah offline juga,rilisnya hari senin dan akhir bulan masa masanya orang kerja sama sekolah dan kampus sekarang sudah offline juga,"['rilisnya', 'hari', 'senin', 'dan', 'akhir', 'bulan', 'masa', 'masanya', 'orang', 'kerja', 'sama', 'sekolah', 'dan', 'kampus', 'sekarang', 'sudah', 'offline', 'juga']","['rilisnya', 'senin', 'masanya', 'orang', 'kerja', 'sekolah', 'kampus', 'offline']","['rilisnya', 'senin', 'masanya', 'orang', 'kerja', 'sekolah', 'kampus', 'offline']","['rilis', 'senin', 'masa', 'orang', 'kerja', 'sekolah', 'kampus', 'offline']",rilis senin masa orang kerja sekolah kampus offline
rAmaxdy,2021-10-26 01:36:32,sekolah offline prnya makin banyak anj,-1,sekolah offline prnya makin banyak anj,sekolah offline prnya makin banyak anj,sekolah offline prnya makin banyak anjing,"['sekolah', 'offline', 'prnya', 'makin', 'banyak', 'anjing']","['sekolah', 'offline', 'prnya', 'anjing']","['sekolah', 'offline', 'prnya', 'anjing']","['sekolah', 'offline', 'prnya', 'anjing']",sekolah offline prnya anjing
caaleehc,2021-10-26 01:33:19,"@luffbearr semangat sekolah offline nya melll, mapel apa tuh yg free?",1,semangat sekolah offline nya melll mapel apa tuh yg free,semangat sekolah offline nya melll mapel apa tuh yg free,semangat sekolah offline nya melll mata pelajaran apa itu yang free,"['semangat', 'sekolah', 'offline', 'nya', 'melll', 'mata', 'pelajaran', 'apa', 'itu', 'yang', 'free']","['semangat', 'sekolah', 'offline', 'melll', 'mata', 'pelajaran', 'free']","['semangat', 'sekolah', 'offline', 'melll', 'mata', 'pelajaran', 'free']","['semangat', 'sekolah', 'offline', 'melll', 'mata', 'ajar', 'free']",semangat sekolah offline melll mata ajar free
acexillin,2021-10-26 01:32:39,GW LG SEKOLAH OFFLINE ANJING MASA IYAAA GUE TERIAK KAYA ORANG GILA DI KELASS DASARR DEJUNNN,-1,gw lg sekolah offline anjing masa iyaaa gue teriak kaya orang gila di kelass dasarr dejunnn,gw lg sekolah offline anjing masa iyaaa gue teriak kaya orang gila di kelass dasarr dejunnn,gue lagi sekolah offline anjing masa iya gue teriak kayak orang gila di kelas dasar dejunnn,"['gue', 'lagi', 'sekolah', 'offline', 'anjing', 'masa', 'iya', 'gue', 'teriak', 'kayak', 'orang', 'gila', 'di', 'kelas', 'dasar', 'dejunnn']","['gue', 'sekolah', 'offline', 'anjing', 'iya', 'gue', 'teriak', 'kayak', 'orang', 'gila', 'kelas', 'dasar', 'dejunnn']","['saya', 'sekolah', 'offline', 'anjing', 'iya', 'saya', 'teriak', 'kayak', 'orang', 'gila', 'kelas', 'dasar', 'dejunnn']","['saya', 'sekolah', 'offline', 'anjing', 'iya', 'saya', 'teriak', 'kayak', 'orang', 'gila', 'kelas', 'dasar', 'dejunnn']",saya sekolah offline anjing iya saya teriak kayak orang gila kelas dasar dejunnn
CeweBaik_,2021-10-26 01:29:22,@basejokitugas sinii nanti jam 12 aku sekolah offline,1,sinii nanti jam aku sekolah offline,sinii nanti jam aku sekolah offline,sinii nanti jam aku sekolah offline,"['sinii', 'nanti', 'jam', 'aku', 'sekolah', 'offline']","['sinii', 'jam', 'sekolah', 'offline']","['sinii', 'jam', 'sekolah', 'offline']","['sini', 'jam', 'sekolah', 'offline']",sini jam sekolah offline
qnjmeen,2021-10-26 01:26:50,AAAA GUE ADA SEKOLAH OFFLINE PELAJARANNYA MTKKK MANA GURUNYA GALAK LAGI,-1,aaaa gue ada sekolah offline pelajarannya mtkkk mana gurunya galak lagi,aaaa gue ada sekolah offline pelajarannya mtkkk mana gurunya galak lagi,aaaa gue ada sekolah offline pelajarannya mtkkk mana gurunya galak lagi,"['aaaa', 'gue', 'ada', 'sekolah', 'offline', 'pelajarannya', 'mtkkk', 'mana', 'gurunya', 'galak', 'lagi']","['aaaa', 'gue', 'sekolah', 'offline', 'pelajarannya', 'mtkkk', 'gurunya', 'galak']","['aaaa', 'saya', 'sekolah', 'offline', 'pelajarannya', 'mtkkk', 'gurunya', 'galak']","['aaaa', 'saya', 'sekolah', 'offline', 'ajar', 'mtkkk', 'guru', 'galak']",aaaa saya sekolah offline ajar mtkkk guru galak
salvareth,2021-10-26 01:21:10,"@convomfs Coba berangkat deh nder, buat latihan kalo udah  sekolah offline nanti kan berangkat tiap hari",1,coba berangkat deh nder buat latihan kalo udah sekolah offline nanti kan berangkat tiap hari,coba berangkat deh nder buat latihan kalo udah sekolah offline nanti kan berangkat tiap hari,coba berangkat deh nder buat latihan kalau sudah sekolah offline nanti kan berangkat tiap hari,"['coba', 'berangkat', 'deh', 'nder', 'buat', 'latihan', 'kalau', 'sudah', 'sekolah', 'offline', 'nanti', 'kan', 'berangkat', 'tiap', 'hari']","['coba', 'berangkat', 'deh', 'nder', 'latihan', 'sekolah', 'offline', 'berangkat']","['coba', 'berangkat', 'deh', 'nder', 'latihan', 'sekolah', 'offline', 'berangkat']","['coba', 'berangkat', 'deh', 'nder', 'latih', 'sekolah', 'offline', 'berangkat']",coba berangkat deh nder latih sekolah offline berangkat
satalune,2021-10-26 01:19:51,@convomfs ya kalo udah tau dr awal sekolahnya jauh kenapa pilih disitu? kan udah seharusnya take responsibilities sebagai seorang siswa. kalo dari awal offline juga lo bakal ke sekolah tiap hari,0,ya kalo udah tau dr awal sekolahnya jauh kenapa pilih disitu kan udah seharusnya take responsibilities sebagai seorang siswa kalo dari awal offline juga lo bakal ke sekolah tiap hari,ya kalo udah tau dr awal sekolahnya jauh kenapa pilih disitu kan udah seharusnya take responsibilities sebagai seorang siswa kalo dari awal offline juga lo bakal ke sekolah tiap hari,ya kalau sudah tau dari awal sekolahnya jauh kenapa pilih di situ kan sudah seharusnya take responsibilities sebagai seorang siswa kalau dari awal offline juga kamu bakal ke sekolah tiap hari,"['ya', 'kalau', 'sudah', 'tau', 'dari', 'awal', 'sekolahnya', 'jauh', 'kenapa', 'pilih', 'di', 'situ', 'kan', 'sudah', 'seharusnya', 'take', 'responsibilities', 'sebagai', 'seorang', 'siswa', 'kalau', 'dari', 'awal', 'offline', 'juga', 'kamu', 'bakal', 'ke', 'sekolah', 'tiap', 'hari']","['sekolahnya', 'pilih', 'situ', 'take', 'responsibilities', 'siswa', 'offline', 'sekolah']","['sekolahnya', 'pilih', 'situ', 'take', 'responsibilities', 'siswa', 'offline', 'sekolah']","['sekolah', 'pilih', 'situ', 'take', 'responsibilities', 'siswa', 'offline', 'sekolah']",sekolah pilih situ take responsibilities siswa offline sekolah
T4EOXO,2021-10-26 01:17:44,sekolah offline/online??,0,sekolah offlineonline,sekolah offlineonline,sekolah offlineonline,"['sekolah', 'offlineonline']","['sekolah', 'offlineonline']","['sekolah', 'offlineonline']","['sekolah', 'offlineonline']",sekolah offlineonline
schfess,2021-10-26 01:16:14,"SchApp! Yang sekolah offline, semangat ya!

✄・・・
🧐 Trivia: Katak padang pasir hanya keluar selama satu bulan di bulan Juli, dan tidur selama 11 bulan sisanya",1,schapp yang sekolah offline semangat ya trivia katak padang pasir hanya keluar selama satu bulan di bulan juli dan tidur selama bulan sisanya,schapp yang sekolah offline semangat ya trivia katak padang pasir hanya keluar selama satu bulan di bulan juli dan tidur selama bulan sisanya,schapp yang sekolah offline semangat ya trivia katak padang pasir hanya keluar selama satu bulan di bulan juli dan tidur selama bulan sisanya,"['schapp', 'yang', 'sekolah', 'offline', 'semangat', 'ya', 'trivia', 'katak', 'padang', 'pasir', 'hanya', 'keluar', 'selama', 'satu', 'bulan', 'di', 'bulan', 'juli', 'dan', 'tidur', 'selama', 'bulan', 'sisanya']","['schapp', 'sekolah', 'offline', 'semangat', 'trivia', 'katak', 'padang', 'pasir', 'juli', 'tidur', 'sisanya']","['schapp', 'sekolah', 'offline', 'semangat', 'trivia', 'katak', 'padang', 'pasir', 'juli', 'tidur', 'sisanya']","['schapp', 'sekolah', 'offline', 'semangat', 'trivia', 'katak', 'padang', 'pasir', 'juli', 'tidur', 'sisa']",schapp sekolah offline semangat trivia katak padang pasir juli tidur sisa
chimoochim,2021-10-26 01:08:52,"hai, hari ini yang sekolah, sekolah nya offline apa online ni?",0,hai hari ini yang sekolah sekolah nya offline apa online ni,hai hari ini yang sekolah sekolah nya offline apa online ni,hai hari ini yang sekolah sekolah nya offline apa online nih,"['hai', 'hari', 'ini', 'yang', 'sekolah', 'sekolah', 'nya', 'offline', 'apa', 'online', 'nih']","['hai', 'sekolah', 'sekolah', 'offline', 'online']","['hai', 'sekolah', 'sekolah', 'offline', 'daring']","['hai', 'sekolah', 'sekolah', 'offline', 'daring']",hai sekolah sekolah offline daring
eajjeaa,2021-10-26 01:05:56,"Pagi moots, yang sekolah offline semangat ya",1,pagi moots yang sekolah offline semangat ya,pagi moots yang sekolah offline semangat ya,pagi moots yang sekolah offline semangat ya,"['pagi', 'moots', 'yang', 'sekolah', 'offline', 'semangat', 'ya']","['pagi', 'moots', 'sekolah', 'offline', 'semangat']","['pagi', 'moots', 'sekolah', 'offline', 'semangat']","['pagi', 'moots', 'sekolah', 'offline', 'semangat']",pagi moots sekolah offline semangat
sshxkthinker,2021-10-26 01:03:29,"@zwooflwr Ga pernah tidur nyenyak selama bulan Oktober 😭 sekolah masih online, tapi 2 minggu sekali offline. Okk u too!! Have a nice day too 🤩",1,ga pernah tidur nyenyak selama bulan oktober sekolah masih online tapi minggu sekali offline okk u too have a nice day too,ga pernah tidur nyenyak selama bulan oktober sekolah masih online tapi minggu sekali offline okk u too have a nice day too,tidak pernah tidur nyenyak selama bulan oktober sekolah masih online tapi minggu sekali offline okk kamu too have a nice day too,"['tidak', 'pernah', 'tidur', 'nyenyak', 'selama', 'bulan', 'oktober', 'sekolah', 'masih', 'online', 'tapi', 'minggu', 'sekali', 'offline', 'okk', 'kamu', 'too', 'have', 'a', 'nice', 'day', 'too']","['tidur', 'nyenyak', 'oktober', 'sekolah', 'online', 'minggu', 'offline', 'okk', 'too', 'have', 'a', 'nice', 'day', 'too']","['tidur', 'nyenyak', 'oktober', 'sekolah', 'daring', 'minggu', 'offline', 'okk', 'too', 'have', 'a', 'nice', 'day', 'too']","['tidur', 'nyenyak', 'oktober', 'sekolah', 'daring', 'minggu', 'offline', 'okk', 'too', 'have', 'a', 'nice', 'day', 'too']",tidur nyenyak oktober sekolah daring minggu offline okk too have a nice day too
taeeraly,2021-10-26 01:02:11,"Kalian sekolah nya offline/online?
Me: offline https://t.co/hhNLrb025W",0,kalian sekolah nya offlineonline me offline,kalian sekolah nya offlineonline me offline,kalian sekolah nya offlineonline me offline,"['kalian', 'sekolah', 'nya', 'offlineonline', 'me', 'offline']","['sekolah', 'offlineonline', 'me', 'offline']","['sekolah', 'offlineonline', 'me', 'offline']","['sekolah', 'offlineonline', 'me', 'offline']",sekolah offlineonline me offline
jeacminie,2021-10-26 01:00:29,"hi aku hari ini sekolah offline
kalian offline/online?",0,hi aku hari ini sekolah offline kalian offlineonline,hi aku hari ini sekolah offline kalian offlineonline,hi aku hari ini sekolah offline kalian offlineonline,"['hi', 'aku', 'hari', 'ini', 'sekolah', 'offline', 'kalian', 'offlineonline']","['hi', 'sekolah', 'offline', 'offlineonline']","['hai', 'sekolah', 'offline', 'offlineonline']","['hai', 'sekolah', 'offline', 'offlineonline']",hai sekolah offline offlineonline
nctzenbase,2021-10-26 01:00:26,"Neozen, maaf gak bermaksud menyinggung siapapun. Kalo kalian mau ngingetin streaming gak papa bgt tapi harus baik2 juga jangan maksa apalagi dg kata2 yg kurang baik, inget sebagian drikita ada yg masih sekolah/kerja dan banyk yg mulai offline. Streaming sesempatnya aja  (cont..)",-1,neozen maaf gak bermaksud menyinggung siapapun kalo kalian mau ngingetin streaming gak papa bgt tapi harus baik juga jangan maksa apalagi dg kata yg kurang baik inget sebagian drikita ada yg masih sekolahkerja dan banyk yg mulai offline streaming sesempatnya aja cont,neozen maaf gak bermaksud menyinggung siapapun kalo kalian mau ngingetin streaming gak papa bgt tapi harus baik juga jangan maksa apalagi dg kata yg kurang baik inget sebagian drikita ada yg masih sekolahkerja dan banyk yg mulai offline streaming sesempatnya aja cont,neozen maaf tidak bermaksud menyinggung siapapun kalau kalian mau mengingatkan streaming tidak papa banget tapi harus baik juga jangan memaksa apalagi dengan kata yang kurang baik ingat sebagian drikita ada yang masih sekolahkerja dan banyak yang mulai offline streaming sesempatnya saja cont,"['neozen', 'maaf', 'tidak', 'bermaksud', 'menyinggung', 'siapapun', 'kalau', 'kalian', 'mau', 'mengingatkan', 'streaming', 'tidak', 'papa', 'banget', 'tapi', 'harus', 'baik', 'juga', 'jangan', 'memaksa', 'apalagi', 'dengan', 'kata', 'yang', 'kurang', 'baik', 'ingat', 'sebagian', 'drikita', 'ada', 'yang', 'masih', 'sekolahkerja', 'dan', 'banyak', 'yang', 'mulai', 'offline', 'streaming', 'sesempatnya', 'saja', 'cont']","['neozen', 'maaf', 'menyinggung', 'streaming', 'papa', 'banget', 'memaksa', 'drikita', 'sekolahkerja', 'offline', 'streaming', 'sesempatnya', 'cont']","['neozen', 'maaf', 'menyinggung', 'streaming', 'papa', 'banget', 'memaksa', 'drikita', 'sekolahkerja', 'offline', 'streaming', 'sesempatnya', 'cont']","['neozen', 'maaf', 'singgung', 'streaming', 'papa', 'banget', 'paksa', 'drikita', 'sekolahkerja', 'offline', 'streaming', 'sempat', 'cont']",neozen maaf singgung streaming papa banget paksa drikita sekolahkerja offline streaming sempat cont
nepsenus,2021-10-26 00:59:37,@msahrio sekolah offline atau online nih??,0,sekolah offline atau online nih,sekolah offline atau online nih,sekolah offline atau online nih,"['sekolah', 'offline', 'atau', 'online', 'nih']","['sekolah', 'offline', 'online']","['sekolah', 'offline', 'daring']","['sekolah', 'offline', 'daring']",sekolah offline daring
jaehyunensiti,2021-10-26 00:59:00,"Pagii moots, pada sekolah online atau offline?",0,pagii moots pada sekolah online atau offline,pagii moots pada sekolah online atau offline,pagii moots pada sekolah online atau offline,"['pagii', 'moots', 'pada', 'sekolah', 'online', 'atau', 'offline']","['pagii', 'moots', 'sekolah', 'online', 'offline']","['pagii', 'moots', 'sekolah', 'daring', 'offline']","['pagi', 'moots', 'sekolah', 'daring', 'offline']",pagi moots sekolah daring offline
floersall,2021-10-26 00:58:54,"@lunaemovas Kita satu kaum, akhirnya ada orang yg gak suka kembali sekolah offline  😆",-1,kita satu kaum akhirnya ada orang yg gak suka kembali sekolah offline,kita satu kaum akhirnya ada orang yg gak suka kembali sekolah offline,kita satu kaum akhirnya ada orang yang tidak suka kembali sekolah offline,"['kita', 'satu', 'kaum', 'akhirnya', 'ada', 'orang', 'yang', 'tidak', 'suka', 'kembali', 'sekolah', 'offline']","['kaum', 'orang', 'suka', 'sekolah', 'offline']","['kaum', 'orang', 'suka', 'sekolah', 'offline']","['kaum', 'orang', 'suka', 'sekolah', 'offline']",kaum orang suka sekolah offline
mxanindra,2021-10-26 00:53:22,akhirnya yang lain ngerasain capeknya sekolah offline,-1,akhirnya yang lain ngerasain capeknya sekolah offline,akhirnya yang lain ngerasain capeknya sekolah offline,akhirnya yang lain merasakan capainya sekolah offline,"['akhirnya', 'yang', 'lain', 'merasakan', 'capainya', 'sekolah', 'offline']","['merasakan', 'capainya', 'sekolah', 'offline']","['merasakan', 'capainya', 'sekolah', 'offline']","['rasa', 'capai', 'sekolah', 'offline']",rasa capai sekolah offline
luseofer,2021-10-26 00:52:40,"DULU PAS JAMAN MASIH SEKOLAH OFFLINE😭😭😭 pasti aja begini
""yang kalah gantian ya""
""PAKE LAGU YANG SUSAH KEK""
""yang dapet bintang di level hard, nanti aku traktir seblak ws""
""lagu aju nice woiii""
""AAAA APAAN HDUSISHDOSHWIWJWBS"" /kalau kalah https://t.co/qWFgJySwhO",1,dulu pas jaman masih sekolah offline pasti aja begini yang kalah gantian ya pake lagu yang susah kek yang dapet bintang di level hard nanti aku traktir seblak ws lagu aju nice woiii aaaa apaan hdusishdoshwiwjwbs kalau kalah,dulu pas jaman masih sekolah offline pasti aja begini yang kalah gantian ya pake lagu yang susah kek yang dapet bintang di level hard nanti aku traktir seblak ws lagu aju nice woiii aaaa apaan hdusishdoshwiwjwbs kalau kalah,dulu pas jaman masih sekolah offline pasti saja begini yang kalah gantian ya pakai lagu yang susah kayak yang dapat bintang di level hard nanti aku traktir seblak sudah lagu aju nice woiii aaaa apaan hdusishdoshwiwjwbs kalau kalah,"['dulu', 'pas', 'jaman', 'masih', 'sekolah', 'offline', 'pasti', 'saja', 'begini', 'yang', 'kalah', 'gantian', 'ya', 'pakai', 'lagu', 'yang', 'susah', 'kayak', 'yang', 'dapat', 'bintang', 'di', 'level', 'hard', 'nanti', 'aku', 'traktir', 'seblak', 'sudah', 'lagu', 'aju', 'nice', 'woiii', 'aaaa', 'apaan', 'hdusishdoshwiwjwbs', 'kalau', 'kalah']","['pas', 'jaman', 'sekolah', 'offline', 'kalah', 'gantian', 'pakai', 'lagu', 'susah', 'kayak', 'bintang', 'level', 'hard', 'traktir', 'seblak', 'lagu', 'aju', 'nice', 'woiii', 'aaaa', 'hdusishdoshwiwjwbs', 'kalah']","['pas', 'jaman', 'sekolah', 'offline', 'kalah', 'gantian', 'pakai', 'lagu', 'susah', 'kayak', 'bintang', 'level', 'hard', 'traktir', 'seblak', 'lagu', 'aju', 'nice', 'woiii', 'aaaa', 'hdusishdoshwiwjwbs', 'kalah']","['pas', 'jaman', 'sekolah', 'offline', 'kalah', 'ganti', 'pakai', 'lagu', 'susah', 'kayak', 'bintang', 'level', 'hard', 'traktir', 'seblak', 'lagu', 'aju', 'nice', 'woiii', 'aaaa', 'hdusishdoshwiwjwbs', 'kalah']",pas jaman sekolah offline kalah ganti pakai lagu susah kayak bintang level hard traktir seblak lagu aju nice woiii aaaa hdusishdoshwiwjwbs kalah
